continent,date,total_cases,total_deaths,total_vaccinations,people_vaccinated,people_fully_vaccinated,new_cases,new_deaths
Europe,02/28/2021,480884352,10982360,1106343242,632723926,240803544,1329360,25999
Europe,03/01/2021,482176439,11015116,1130160738,647048098,247507480,1292087,32756
Europe,03/02/2021,483465240,11059049,1176475576,682432311,259542567,1363148,43933
Europe,03/03/2021,485380985,11109157,1210934536,705277716,269929654,1915745,50108
Europe,03/04/2021,487344316,11152671,1251025879,731606915,281542726,1963331,43514
Europe,03/05/2021,489281674,11197901,1288266647,752231264,292548788,1937358,45230
Europe,03/06/2021,491064203,11232094,1316972226,770984652,300590743,1782529,34193
Europe,03/07/2021,492657271,11256763,1333216398,786093961,304118399,1593068,24669
Europe,03/08/2021,493928228,11287283,1365406324,811952840,312441178,1270957,30520
Europe,03/09/2021,495713828,11332457,1400640870,839650135,322305875,1785600,45174
Europe,03/10/2021,497752570,11375622,1442485947,865036660,335109631,2038742,43165
Europe,03/11/2021,499818694,11418853,1481488421,893287463,347392935,2066124,43231
Europe,03/12/2021,501935339,11461102,1524214739,911869961,361388756,2116645,42249
Europe,03/13/2021,503910410,11496521,1556027875,936115720,370943554,1975071,35419
Europe,03/14/2021,505486571,11521427,1621593379,949397702,375076098,1576161,24906
Europe,03/15/2021,506969066,11553039,1663366900,982172789,387077646,1482495,31612
Europe,03/16/2021,508980534,11598230,1704488250,1008110067,399630131,2011468,45191
Europe,03/17/2021,511364478,11643189,1749483397,1041703219,415309697,2383944,44959
Europe,03/18/2021,513715278,11688391,1793565561,1072184063,428164814,2350800,45202
Europe,03/19/2021,516143468,11734663,1848145311,1101365419,442752535,2428190,46272
Europe,03/20/2021,518303596,11771467,1924248174,1136795756,450960144,2160128,36804
Europe,03/21/2021,520190438,11806868,1940351353,1139936751,455158080,1886842,35401
Europe,03/22/2021,521970488,11840657,2007296057,1180227756,466242857,1782264,33789
Europe,03/23/2021,524175404,11889828,2063486975,1202238247,478893775,2204916,49171
Europe,03/24/2021,526926346,11934108,2126192749,1240445091,493166854,2752943,44280
Europe,03/25/2021,529746498,11983734,2197661668,1273873503,507868368,2820152,49626
Europe,03/26/2021,532514467,12038823,2277364900,1312483820,524068287,2767969,55089
Europe,03/27/2021,535032393,12081457,2333924293,1328365237,533042833,2517926,42634
Europe,03/28/2021,537066455,12111962,2370782400,1328426863,538444235,2034062,30505
Europe,03/29/2021,538999191,12147713,2437396067,1380040127,555887072,1932736,35751
Europe,03/30/2021,541442885,12199148,2501527417,1408079153,570530317,2443694,51435
Europe,03/31/2021,544399344,12253417,2585481956,1472603934,588996554,2956459,54269
Europe,04/01/2021,547459461,12306006,2677130531,1507841693,609362318,3060117,52589
Europe,04/02/2021,550176199,12351106,2758375885,1540063213,623271072,2716738,45100
Europe,04/03/2021,552414532,12390756,2808463027,1563213189,633528400,2238333,39650
Europe,04/04/2021,554807857,12421549,2849121403,1592947970,639139173,2393325,30793
Europe,04/05/2021,556827498,12453849,2907224077,1627948028,652050955,2019641,32300
Europe,04/06/2021,559338919,12506239,2984073132,1672064319,671389289,2511421,52390
Europe,04/07/2021,562206881,12572804,3062856384,1718681751,692341099,2867962,66565
Europe,04/08/2021,565809528,12633860,3164003607,1780451732,715534777,3602647,61056
Europe,04/09/2021,568952755,12694245,3252707502,1805571595,737085804,3148014,60385
Europe,04/10/2021,571736665,12748799,3320664845,1853865428,754057434,2783910,54554
Europe,04/11/2021,574699972,12786465,3365725833,1870374333,763258852,2963307,37666
Europe,04/12/2021,577249478,12828130,3443408465,1922900078,781365917,2549506,41665
Europe,04/13/2021,580535622,12886770,3516360844,1962469428,799490933,3286144,58640
Europe,04/14/2021,583976392,12946040,3596753596,1997817198,821348295,3440770,59270
Europe,04/15/2021,587407814,13003499,3677790264,2045983481,843766426,3431422,57459
Europe,04/16/2021,590995140,13059382,3751713691,2061554125,864906670,3587326,55883
Europe,04/17/2021,594273170,13111385,3805547796,2090940731,879918093,3278083,52003
Europe,04/18/2021,597108357,13149754,3849359368,2112215847,891739179,2835187,38369
Europe,04/19/2021,599961625,13195644,3915910842,2162420937,911370673,2853268,45890
Europe,04/20/2021,603527595,13255690,3977692817,2095596465,937177203,3565970,60046
Europe,04/21/2021,607248107,13318321,4058767742,2231685910,959103586,3720512,62631
Europe,04/22/2021,610999167,13376364,4151780931,2272627488,985883927,3751060,58043
Europe,04/23/2021,614754235,13439667,4228363172,2187168433,1008480557,3755068,63303
Europe,04/24/2021,618149989,13494680,4277395623,2168914392,1021938432,3395754,55013
Europe,04/25/2021,621137254,13538539,4347735287,2354299946,1040057204,2987265,43859
Europe,04/26/2021,623929095,13587021,4418875985,2377819376,1062096360,2791841,48482
Europe,04/27/2021,627434779,13649505,4506554034,2409690471,1088586039,3505684,62484
Europe,04/28/2021,631202733,13716263,4614884098,2468489245,1118681066,3767954,66758
Europe,04/29/2021,634916843,13781573,4718145542,2494345030,1150036351,3714110,65310
Europe,04/30/2021,638543858,13839945,4823540955,2507939790,1175470644,3627015,58372
Europe,05/01/2021,641830766,13894803,4880161208,2524128953,1190213882,3286908,54858
Europe,05/02/2021,644585338,13936606,4925718650,2557824979,1201864628,2754572,41803
Europe,05/03/2021,647358497,13985089,4986376296,2573885068,1219982613,2773159,48483
Europe,05/04/2021,650695766,14043117,5069542970,2615099476,1248463816,3337269,58028
Europe,05/05/2021,654173735,14104894,5156077274,2646143519,1279681845,3477969,61777
Europe,05/06/2021,657758161,14165567,5259026596,2686076409,1310743271,3584426,60673
Europe,05/07/2021,661185842,14225257,5371338353,2721916345,1342060253,3427681,59690
Europe,05/08/2021,664410423,14280002,5450413600,2725400671,1361034947,3224581,54745
Europe,05/09/2021,667021432,14322706,5508008578,2756640850,1374050929,2611010,42704
Europe,05/10/2021,669546676,14368437,5604016405,2777649833,1398539695,2525244,45731
Europe,05/11/2021,672595349,14427275,5709657916,2848870636,1430274282,3048690,58838
Europe,05/12/2021,675716487,14484290,5821750277,2858181346,1457826604,3121138,57015
Europe,05/13/2021,678693524,14540754,5933554220,2908278106,1484262487,2977037,56464
Europe,05/14/2021,681629924,14594232,6041011590,2910279013,1506133441,2936400,53478
Europe,05/15/2021,684198244,14644240,6135106785,2926729959,1522956125,2568320,50008
Europe,05/16/2021,686440284,14685798,6226155948,3000294863,1537479835,2242040,41558
Europe,05/17/2021,688631059,14731431,6339043733,3035534836,1557110571,2190775,45633
Europe,05/18/2021,691186577,14789735,6458172578,3063075611,1581531479,2557880,58304
Europe,05/19/2021,693946796,14845347,6574154467,3082789108,1605089311,2760219,55612
Europe,05/20/2021,694763578,14898762,6716743544,3152987988,1632729055,2560982,53415
Europe,05/21/2021,697323138,14951914,6843922503,3021189372,1658358720,2559560,53152
Europe,05/22/2021,699680706,14998789,6954210810,3189462715,1677337460,2357568,46875
Europe,05/23/2021,701620440,15038263,7045937181,3240603802,1692975239,1939734,39474
Europe,05/24/2021,703457766,15074992,7168592162,3298653989,1710977401,1837326,36729
Europe,05/25/2021,705622304,15129127,7306086689,3328090765,1732672088,2164538,54135
Europe,05/26/2021,707944403,15181209,7454597047,3336834237,1756133759,2322099,52082
Europe,05/27/2021,710209355,15234136,7591411590,3360039276,1779787374,2264952,52927
Europe,05/28/2021,712253904,15282680,7729605019,3387459610,1802698581,2044549,48544
Europe,05/29/2021,714216055,15326354,7856723025,3438102139,1818226846,1962151,43674
Europe,05/30/2021,715808068,15359856,7971837367,3507182630,1836304980,1592013,33502
Europe,05/31/2021,717345165,15395253,8125155933,3550475134,1857883809,1537097,35397
Europe,06/01/2021,719228538,15457380,8285614192,3597890479,1886074126,1883373,45039
Europe,06/02/2021,721200012,15505727,8454008237,3645163659,1913539482,1971474,48347
Europe,06/03/2021,723204268,15545799,8599254637,3689715672,1937868918,2004256,40072
Europe,06/04/2021,724911928,15590371,8761433514,3698918273,1962424936,1707660,44572
Europe,06/05/2021,726529641,15628379,8889736452,3760350704,1981955977,1617713,38008
Europe,06/06/2021,727839203,15657554,8997150757,3813845177,2002404377,1309562,29175
Europe,06/07/2021,729140376,15690234,9127975010,3855740856,2025529847,1301173,32680
Europe,06/08/2021,730633512,15732611,9273906335,3913284769,2055738455,1493136,42377
Europe,06/09/2021,732339062,15775296,9428615610,3969294863,2087806241,1705550,42685
Europe,06/10/2021,734169602,15840014,9591364390,6492285824,2118076622,1830540,64718
Europe,06/11/2021,735872740,15887866,9743969832,5889490611,2146707140,1703138,47852
Europe,06/12/2021,737377582,15927289,9866269433,5949538542,2167844720,1504842,39423
Europe,06/13/2021,738602137,15964504,9977966631,6014111127,2190283388,1224555,37215
Europe,06/14/2021,739846075,15996293,10096893546,6065306662,2218122657,1243938,31789
Europe,06/15/2021,741347254,16039228,10259825056,6093145875,2250952130,1501179,42935
Europe,06/16/2021,742957901,16081054,10431645433,6159617706,2284041168,1610647,41826
Europe,06/17/2021,744542129,16118711,10618844567,6221178017,2318300425,1584228,37657
Europe,06/18/2021,746183754,16156073,10798016499,6229004665,2347796206,1641625,37362
Europe,06/19/2021,747591511,16189042,10946828323,6280389693,2370548249,1407757,32969
Europe,06/20/2021,748808048,16216047,11082567238,6364815785,2394743859,1216537,27005
Europe,06/21/2021,749994500,16243768,11260725396,6430161709,2423425810,1186452,27721
Europe,06/22/2021,751497023,16280155,11440355384,6462138118,2456811987,1502523,36387
Europe,06/23/2021,753263128,16318712,11619531667,6522936772,2489276663,1766105,38557
Europe,06/24/2021,754895782,16353559,11817837127,6587589593,2525114977,1632654,34847
Europe,06/25/2021,756596876,16390887,12004201274,6596463044,2555803277,1701094,37328
Europe,06/26/2021,758068855,16421463,12170511817,6657642703,2582416204,1471979,30576
Europe,06/27/2021,759321099,16445991,12313380319,6805475672,2615353143,1252244,24528
Europe,06/28/2021,760650143,16472260,12472338720,6861807069,2647093505,1329044,26269
Europe,06/29/2021,762187364,16505328,12644838483,6898798568,2687018826,1537221,33068
Europe,06/30/2021,763794057,16542628,12801401366,6945670429,2722027941,1606716,37300
Europe,07/01/2021,765583226,16577571,12982933099,7007679295,2757309388,1789169,34943
Europe,07/02/2021,767372772,16610915,13126516163,7002499129,2786434773,1789546,33344
Europe,07/03/2021,768891295,16638648,13260069727,7041359904,2820266592,1518523,27733
Europe,07/04/2021,770215184,16665358,13361942470,7175812025,2847607039,1323889,26710
Europe,07/05/2021,771735895,16694756,13498832614,7216170433,2893202092,1520711,29398
Europe,07/06/2021,773580025,16729179,13633896142,7236865269,2927987026,1844130,34423
Europe,07/07/2021,775471825,16763742,13770928892,7319455996,2969671554,1891800,34563
Europe,07/08/2021,777433400,16799377,13932669619,7347576738,3019067786,1961575,35635
Europe,07/09/2021,779509568,16833130,14044170519,7048776067,3049045961,2076168,33753
Europe,07/10/2021,781243945,16859704,14157993553,7392945496,3081679868,1734377,26574
Europe,07/11/2021,782748492,16890245,14245719159,7501166195,3110527159,1504547,30541
Europe,07/12/2021,784551076,16922605,14371795922,7545474832,3155078724,1802584,32360
Europe,07/13/2021,786705082,16956121,14513636537,7600223390,3195970463,2154006,33516
Europe,07/14/2021,788927889,16990817,14665407826,7640141201,3239683739,2222807,34696
Europe,07/15/2021,791283603,17025096,14811649514,7705542198,3284883699,2355714,34279
Europe,07/16/2021,793747861,17060124,14947142857,7672849077,3324013147,2464258,35028
Europe,07/17/2021,795681919,17088531,15058814043,7735692734,3356758446,1934058,28407
Europe,07/18/2021,797441812,17116957,15140563254,7465507308,3382697658,1759893,28426
Europe,07/19/2021,799517309,17145297,15279306165,7836591137,3424244925,2075497,28340
Europe,07/20/2021,801709285,17228482,15416668108,7890434229,3460877839,2191976,48041
Europe,07/21/2021,804023159,17263443,15549973261,7904054566,3498220269,2313874,34961
Europe,07/22/2021,806361356,17298641,15711353544,7988814972,3542573761,2338197,35198
Europe,07/23/2021,809354525,17332091,15866008906,7991905416,3581090902,2993169,33450
Europe,07/24/2021,811136589,17367004,15987892233,7988122291,3611210125,1841442,34913
Europe,07/25/2021,812951969,17396305,16099153095,8141238894,3646666872,1815380,29301
Europe,07/26/2021,815201220,17427621,16268627333,8226425342,3694366316,2249251,31316
Europe,07/27/2021,817720852,17467306,16434642722,8227010272,3738938462,2519632,39685
Europe,07/28/2021,820381036,17508285,16608236520,8303865469,3781133691,2660184,40979
Europe,07/29/2021,823072564,17551662,16795663478,8384719486,3832113613,2691528,43377
Europe,07/30/2021,826069930,17590447,16970032749,8366381557,3872714459,2997366,38785
Europe,07/31/2021,828157061,17625632,17098848707,8060127937,3899833253,2087131,35185
Europe,08/01/2021,830119959,17655313,17256659557,8535415886,3931745853,1962898,29681
Europe,08/02/2021,832515828,17687268,17416515232,8212204194,3965215497,2395869,31955
Europe,08/03/2021,835135116,17728973,17640064785,8692508827,4016926114,2619288,41705
Europe,08/04/2021,837917161,17771719,17824386954,8709974475,4058349297,2782045,42746
Europe,08/05/2021,840750136,17815782,17990704778,8821895840,4098857748,2832975,44063
Europe,08/06/2021,844112990,17858370,18144337863,8695576530,4132421882,3362854,42588
Europe,08/07/2021,846366485,17892969,18267930463,8724991865,4162640875,2253495,34599
Europe,08/08/2021,848174333,17922867,18390195786,8871066101,4192862890,1807848,29898
Europe,08/09/2021,850859042,17957756,18569495886,9030835209,4259703231,2684709,34889
Europe,08/10/2021,853527653,18004302,18731524825,9083870822,4308389704,2668611,46546
Europe,08/11/2021,856525617,18046306,18886994187,9121055770,4352233123,2997964,42004
Europe,08/12/2021,859449677,18089302,19028484965,8778392559,7506370699,2924060,42996
Europe,08/13/2021,862749967,18131502,19198668987,9071548307,7551677826,3300290,42200
Europe,08/14/2021,864938881,18166420,19318558613,9063154782,7586913734,2188914,34918
Europe,08/15/2021,866838665,18195517,19421911891,8942897426,7620211830,1899784,29097
Europe,08/16/2021,869616659,18235170,19592727016,9385810774,7662978847,2777994,39653
Europe,08/17/2021,872421392,18278680,19755812325,9467441930,7711651376,2804733,43510
Europe,08/18/2021,875415910,18322509,19910658503,9528850159,7756638661,2994518,43829
Europe,08/19/2021,878354053,18368993,20056137661,9534556992,7802367320,2938143,46484
Europe,08/20/2021,881587741,18411252,20217723017,9530132239,7854040896,3233688,42259
Europe,08/21/2021,883803210,18447231,20342365520,9566145498,7882889351,2215469,35979
Europe,08/22/2021,885631955,18477990,20459055057,9695294271,7915971768,1828745,30759
Europe,08/23/2021,888510193,18518780,20590250856,9647553089,7950444167,2878238,40790
Europe,08/24/2021,891341421,18563775,20774858298,9847898497,8010741143,2831228,44995
Europe,08/25/2021,894342867,18609765,20951396240,9764371295,8061574259,3001446,45990
Europe,08/26/2021,897355466,18656929,21121647312,12328943642,8560087334,3012599,47164
Europe,08/27/2021,900381036,18698360,21326928031,11204697975,8623173880,3025570,41431
Europe,08/28/2021,902639592,18732652,21471613120,11227045710,8659931854,2258556,34292
Europe,08/29/2021,904465961,18759732,21660220160,11517729451,8726741680,1826369,27080
Europe,08/30/2021,907265604,18798361,21794768023,11486443328,8767076959,2799643,38629
Europe,08/31/2021,909799344,18835553,21960891000,11587714751,8821757167,2533740,37192
Europe,09/01/2021,912793800,18886130,22146756174,11649408852,8882429519,2994456,50577
Europe,09/02/2021,915567084,18931578,22282038379,11696229752,8929373135,2774991,45448
Europe,09/03/2021,918493795,18974904,22393286484,11574228520,8968231768,2926712,43326
Europe,09/04/2021,920478907,19006134,22495548573,11622560386,9005645321,1985112,31230
Europe,09/05/2021,922277401,19032334,22617967909,11785739608,9050984979,1798494,26200
Europe,09/06/2021,924078146,19064859,22731979243,13033355080,9412015757,1800758,32525
Europe,09/07/2021,927048866,19107499,22876894955,11983678390,9461124791,2970720,42640
Europe,09/08/2021,929624870,19148503,23036797413,12011985207,9531339042,2576004,41004
Europe,09/09/2021,932251889,19192200,23188417261,12209984077,9597383041,2627019,43697
Europe,09/10/2021,934836360,19229510,23307217218,12114130425,9644320531,2584471,37310
Europe,09/11/2021,936705617,19263209,23443175091,12074896852,9694390128,1869257,33699
Europe,09/12/2021,938212146,19285537,23583148761,12389485582,9743411332,1506529,22328
Europe,09/13/2021,940657113,19322426,23714105181,12350512351,9792452654,2444967,36889
Europe,09/14/2021,942921651,19363156,23822431520,12469164319,9838750845,2264538,40730
Europe,09/15/2021,945242652,19405545,23949537116,12447789931,10058433413,2322177,42389
Europe,09/16/2021,947614018,19448060,24077423506,12511124171,10110871151,2371366,42515
Europe,09/17/2021,950041452,19483357,24180943937,12399092869,10153408599,2427434,35297
Europe,09/18/2021,952232456,19510846,24336124093,13522806245,10251877024,1590580,27489
Europe,09/19/2021,953707550,19535249,24439443976,12675390336,10294401028,1475094,24403
Europe,09/20/2021,955880569,19568708,24553359855,12799348305,10341834327,2173019,33459
Europe,09/21/2021,957809552,19605944,24674830109,12778003277,10393889226,1929556,37236
Europe,09/22/2021,960017444,19647204,24784245203,12836670179,10436797146,2207892,41260
Europe,09/23/2021,962119064,19686994,24917341806,12818672077,10488130870,2101620,39790
Europe,09/24/2021,964360050,19722820,25033233499,12732983602,10534220827,2240986,35826
Europe,09/25/2021,965869069,19744682,25114991029,12826110189,10570267157,1509142,21862
Europe,09/26/2021,967295779,19766478,25191373893,12975506161,10606149352,1426710,21796
Europe,09/27/2021,969223822,19798292,25385487342,13186726789,10681975288,1928043,31814
Europe,09/28/2021,971077142,19836579,25497416004,13140743412,10824875330,1853320,38287
Europe,09/29/2021,973150595,19874794,25624592741,13099189558,10868285584,2073453,38215
Europe,09/30/2021,975149989,19910787,25744097315,13251109248,10920128139,1999394,35993
Europe,10/01/2021,977363729,19945878,25835098931,13030526572,10960578958,2213740,35091
Europe,10/02/2021,978797302,19969599,25917340572,13097240715,10996484985,1433573,23721
Europe,10/03/2021,980058569,19986930,26010099602,13298022665,11033911223,1261267,17331
Europe,10/04/2021,981878206,20016668,26101696637,13438951724,11080151108,1819637,29738
Europe,10/05/2021,983617312,20047218,26238016768,13412403744,11147583909,1739106,30550
Europe,10/06/2021,985741565,20084995,26333290952,13481991366,11192525797,2124253,37777
Europe,10/07/2021,987538512,20121224,26429736783,13539995315,11241705513,1796947,36229
Europe,10/08/2021,989500339,20152338,26554144427,13407055509,11300588096,1961827,31114
Europe,10/09/2021,990881970,20171929,26635740877,13408082000,11340007597,1381631,19591
Europe,10/10/2021,992181783,20191016,26753670087,13677149679,11394494724,1299813,19087
Europe,10/11/2021,993757627,20215080,26833939594,13687862725,11435940390,1575844,24064
Europe,10/12/2021,995558199,20248627,26926631804,13737225913,11479864424,1800572,33547
Europe,10/13/2021,997485509,20284626,27019639560,13710974736,11522073023,1927310,35999
Europe,10/14/2021,999340755,20317434,27111555899,13791686868,11561152203,1856342,32808
Europe,10/15/2021,1001245787,20347530,27190172573,13549634522,11596531605,1905032,30096
Europe,10/16/2021,1002658166,20369026,27248050236,13513207814,11619230504,1412379,21496
Europe,10/17/2021,1003960425,20386531,27354330561,13892654479,11664397466,1302259,17505
Europe,10/18/2021,1005681590,20413492,27474914657,13889317398,11720102179,1721165,26961
Europe,10/19/2021,1007546990,20447826,27585213710,13933799923,11770738468,1865400,34334
Europe,10/20/2021,1009536067,20483558,27729849052,14023084555,11825744922,1989077,35732
Europe,10/21/2021,1011466694,20515307,27835051156,14163281758,11871660670,1930627,31749
Europe,10/22/2021,1013512493,20549065,27942731986,13905571058,11918965798,2045799,33758
Europe,10/23/2021,1015032232,20572897,28049878150,14158481779,12045580206,1519739,23832
Europe,10/24/2021,1016365856,20591745,28144800266,14104204729,12093688481,1333624,18848
Europe,10/25/2021,1018175022,20619415,28233464703,14233360730,12134665870,1809166,27670
Europe,10/26/2021,1020069201,20652538,28341881891,14161156690,12181569056,1894179,33123
Europe,10/27/2021,1022254156,20690661,28439198997,14087758728,12221648561,2184955,38123
Europe,10/28/2021,1024201343,20726100,28562959867,14305149127,12276047846,1947187,35439
Europe,10/29/2021,1026361575,20759626,28713076994,14250180699,12361227136,2160232,33526
Europe,10/30/2021,1027995908,20784475,28841237388,14233602955,12416337319,1634333,24849
Europe,10/31/2021,1029348022,20803048,28974620894,14440614648,12485181746,1352668,18573
Europe,11/01/2021,1031122097,20829403,29075891591,14475996821,12526027125,1774075,26355
Europe,11/02/2021,1032953802,20860085,29181299430,14472735371,12564277451,1831705,30682
Europe,11/03/2021,1035215882,20895033,29299060724,14556194421,12604037950,2262080,34948
Europe,11/04/2021,1037500560,20927391,29430891892,14660927106,12646896181,2284678,32358
Europe,11/05/2021,1039721698,20963200,29565708190,14296048748,12702500139,2221138,35809
Europe,11/06/2021,1041527549,20990424,29676006919,14361634623,12736938539,1805851,27224
Europe,11/07/2021,1043017087,21008840,29788951187,14683419891,12771893068,1489538,18416
Europe,11/08/2021,1045076534,21037222,29905480698,14721803498,12813319554,2059447,28382
Europe,11/09/2021,1047170950,21071831,30042072531,14767227463,12861971174,2094416,34609
Europe,11/10/2021,1049691704,21106319,30195516892,14716485209,12910745683,2520802,34488
Europe,11/11/2021,1051950002,21138264,30331270752,14963300169,12969349551,2258298,31945
Europe,11/12/2021,1054524169,21174421,30464300153,14664915703,13027655396,2574167,36157
Europe,11/13/2021,1056397989,21203104,30599338452,14688917927,13083927760,1873820,28683
Europe,11/14/2021,1057923510,21222093,30707913726,15065332511,13129958782,1525521,18989
Europe,11/15/2021,1060288598,21250731,30816517138,15041518278,13167427908,2365088,28638
Europe,11/16/2021,1062591055,21283188,30926613720,14972164248,13206323002,2302457,32457
Europe,11/17/2021,1065360334,21321937,31058469082,15095278489,13257332413,2769279,38749
Europe,11/18/2021,1068065713,21356625,31183777936,15036249642,13310989082,2705379,34688
Europe,11/19/2021,1070776655,21390535,31316406774,16414775632,13371404201,2710942,33910
Europe,11/20/2021,1072894169,21415667,31457546421,15298785435,13427582393,2117514,25132
Europe,11/21/2021,1074638274,21434027,31565316675,15513098962,13470547959,1744105,18360
Europe,11/22/2021,1077392556,21465011,31683044219,15463755039,13520225037,2754282,30984
Europe,11/23/2021,1080058850,21498928,31810587887,15515230489,13569227194,2593099,33917
Europe,11/24/2021,1083066920,21535551,31960834253,15528699584,13626073742,3008070,36623
Europe,11/25/2021,1085749446,21568577,32077964171,15555069042,13666505343,2682526,33026
Europe,11/26/2021,1088433532,21597162,32219594688,15267649051,13718992202,2684086,28585
Europe,11/27/2021,1090454849,21621524,32330088445,15559319234,13750276321,2021317,24362
Europe,11/28/2021,1092203380,21641027,32477375170,15685376687,13804266740,1748531,19503
Europe,11/29/2021,1095162718,21674111,32596829063,15657490124,13980137776,2959338,33084
Europe,11/30/2021,1097943379,21708339,32738421147,15061500812,14027995103,2780661,34228
